company_name,ats_platform,token,api_url,active,notes
Microsoft,microsoft,microsoft,https://apply.careers.microsoft.com/api/pcsx/search?domain=microsoft.com,true,Microsoft Israel R&D via careers pcsx API
Placer.ai,greenhouse,placerlabs,https://boards-api.greenhouse.io/v1/boards/placerlabs/jobs,true,research-resolved; 12 jobs / 2 Israel
Believer Meats,ashby,believer,https://api.ashbyhq.com/posting-api/job-board/believer,true,research-resolved; 1 jobs / 0 Israel
Loora,ashby,loora,https://api.ashbyhq.com/posting-api/job-board/loora,true,research-resolved; 2 jobs / 2 Israel
Aidoc,greenhouse,aidocmedical,https://boards-api.greenhouse.io/v1/boards/aidocmedical/jobs,true,research-resolved; 32 jobs / 24 Israel
Datarails,greenhouse,datarails,https://boards-api.greenhouse.io/v1/boards/datarails/jobs,true,research-resolved; 13 jobs / 5 Israel
Bit,ashby,bit,https://api.ashbyhq.com/posting-api/job-board/bit,true,research-resolved; 7 jobs / 0 Israel
Logz.io,lever,logz,https://api.lever.co/v0/postings/logz?mode=json,true,research-resolved; 3 jobs / 2 Israel
Token Security,greenhouse,tokensecurity,https://boards-api.greenhouse.io/v1/boards/tokensecurity/jobs,true,research-resolved; 8 jobs / 4 Israel
Oasis Security,greenhouse,oasissecurity,https://boards-api.greenhouse.io/v1/boards/oasissecurity/jobs,true,research-resolved; 63 jobs / 3 Israel
Mesh Payments,greenhouse,mesh,https://boards-api.greenhouse.io/v1/boards/mesh/jobs,true,research-resolved; 24 jobs / 0 Israel
Novidea,ashby,novidea,https://api.ashbyhq.com/posting-api/job-board/novidea,true,research-resolved; 4 jobs / 0 Israel
Coinmama,smartrecruiters,coinmama,https://api.smartrecruiters.com/v1/companies/coinmama/postings,true,research-resolved; 2 jobs / 0 Israel
Fonoa,ashby,fonoa,https://api.ashbyhq.com/posting-api/job-board/fonoa,true,research-resolved; 31 jobs / 0 Israel
Tifin,greenhouse,tifin,https://boards-api.greenhouse.io/v1/boards/tifin/jobs,true,research-resolved; 6 jobs / 0 Israel
Rise,lever,rise,https://api.lever.co/v0/postings/rise?mode=json,true,research-resolved; 28 jobs / 0 Israel
DustPhotonics,smartrecruiters,dustphotonics,https://api.smartrecruiters.com/v1/companies/dustphotonics/postings,true,research-resolved; 1 jobs / 1 Israel
Momentis Surgical,greenhouse,memic,https://boards-api.greenhouse.io/v1/boards/memic/jobs,true,research-resolved; 9 jobs / 0 Israel
OrCam,recruitee,orcam,https://orcam.recruitee.com/api/offers/,true,research-resolved; 2 jobs / 2 Israel
D-Fend Solutions,lever,d-fendsolutions,https://api.lever.co/v0/postings/d-fendsolutions?mode=json,true,research-resolved; 31 jobs / 25 Israel
Axon Vision,greenhouse,axon,https://boards-api.greenhouse.io/v1/boards/axon/jobs,true,research-resolved; 483 jobs / 2 Israel
Bosch Israel,smartrecruiters,BoschGroup,https://api.smartrecruiters.com/v1/companies/BoschGroup/postings,false,research-resolved; 4799 jobs / 0 Israel
Fairtility,smartrecruiters,fairtility,https://api.smartrecruiters.com/v1/companies/fairtility/postings,true,research-resolved; 6 jobs / 5 Israel
Snowflake,ashby,snowflake,https://api.ashbyhq.com/posting-api/job-board/snowflake,true,research-resolved; 389 jobs / 2 Israel
Cloudflare,greenhouse,cloudflare,https://boards-api.greenhouse.io/v1/boards/cloudflare/jobs,false,research-resolved; 305 jobs / 0 Israel
Scopely,greenhouse,scopely,https://boards-api.greenhouse.io/v1/boards/scopely/jobs,true,research-resolved; 156 jobs / 3 Israel
Coinbase,greenhouse,coinbase,https://boards-api.greenhouse.io/v1/boards/coinbase/jobs,true,research-resolved; 167 jobs / 1 Israel
OpenAI,ashby,openai,https://api.ashbyhq.com/posting-api/job-board/openai,false,research-resolved; 746 jobs / 0 Israel
GitLab,greenhouse,gitlab,https://boards-api.greenhouse.io/v1/boards/gitlab/jobs,true,research-resolved; 196 jobs / 4 Israel
Jabil,workday,jabil/Jabil_Careers,https://jabil.wd5.myworkdayjobs.com/wday/cxs/jabil/Jabil_Careers/jobs,true,research-resolved; 1 jobs / 0 Israel
Bringoz,bamboohr,bringoz,https://bringoz.bamboohr.com/careers/list,true,research-resolved; 14 jobs / 13 Israel
accessiBe,greenhouse,accessibe,https://boards-api.greenhouse.io/v1/boards/accessibe/jobs,true,research-resolved; 6 jobs / 5 Israel
Pixellot,comeet,BA.00B,https://www.comeet.com/careers-api/2.0/company/BA.00B/positions?token=ABB4B1D4062203155D855D8203155D815762031,true,resolved via network capture; 2 jobs / 2 Israel
OTORIO,greenhouse,armissecurity,https://boards-api.greenhouse.io/v1/boards/armissecurity/jobs,true,resolved via network capture; 22 jobs / 11 Israel
Cynomi,comeet,F9.00F,https://www.comeet.com/careers-api/2.0/company/F9.00F/positions?token=9FF45F91DFD1DFD4FF845F9013FE59F79FF,true,resolved via network capture; 3 jobs / 0 Israel
Akeyless,comeet,27.006,https://www.comeet.com/careers-api/2.0/company/27.006/positions?token=7262AE41572157215721C984056E4C405623BE,true,resolved via network capture; 11 jobs / 7 Israel
Smart Shooter,comeet,0B.00A,https://www.comeet.com/careers-api/2.0/company/0B.00A/positions?token=B0A4D464D46211EB0A4D46635A635AB0A211E,true,resolved via network capture; 5 jobs / 5 Israel
Compugen,comeet,D9.00E,https://www.comeet.com/careers-api/2.0/company/D9.00E/positions?token=9DE451213BC4EF04EF058CE13BC3B341D9A58CE,true,resolved via network capture; 2 jobs / 2 Israel
Marvell,workday,marvell/MarvellCareers,https://marvell.wd1.myworkdayjobs.com/wday/cxs/marvell/MarvellCareers/jobs,true,resolved via network capture; 16 jobs / 14 Israel
Airobotics,comeet,AA.005,https://www.comeet.com/careers-api/2.0/company/AA.005/positions?token=AA54A8335395FCD5FCD01FEF1FEF2A94154A,true,resolved via network capture; 25 jobs / 25 Israel
Redefine Meat,comeet,28.004,https://www.comeet.com/careers-api/2.0/company/28.004/positions?token=82430D828B4209028B408240494430D8,true,resolved via network capture; 3 jobs / 0 Israel
BlueVine,greenhouse,bluevineisrael,https://boards-api.greenhouse.io/v1/boards/bluevineisrael/jobs,true,resolved via network capture; 2 jobs / 2 Israel
Nuvei,workable,378737,https://apply.workable.com/api/v1/widget/accounts/378737?details=true,true,resolved via network capture; 72 jobs / 7 Israel
Radcom,comeet,1A.003,https://www.comeet.com/careers-api/2.0/company/1A.003/positions?token=A1346851E393C7203C72284C284C14263C72,true,resolved via network capture; 1 jobs / 1 Israel
KLA Israel,workday,kla/Search,https://kla.wd1.myworkdayjobs.com/wday/cxs/kla/Search/jobs,true,resolved via network capture; 40 jobs / 40 Israel
PulseNmore,comeet,68.00B,https://www.comeet.com/careers-api/2.0/company/68.00B/positions?token=86B328232824358194110D61941435810D60,true,resolved via network capture; 1 jobs / 1 Israel
Hewlett Packard Enterprise,workday,hpe/Jobsathpe,https://hpe.wd5.myworkdayjobs.com/wday/cxs/hpe/Jobsathpe/jobs,true,resolved via network capture; 5 jobs / 5 Israel
F5,workday,ffive/f5jobs,https://ffive.wd5.myworkdayjobs.com/wday/cxs/ffive/f5jobs/jobs,true,resolved via network capture; 4 jobs / 2 Israel
Philips,workday,philips/jobs-and-careers,https://philips.wd3.myworkdayjobs.com/wday/cxs/philips/jobs-and-careers/jobs,true,resolved via network capture; 11 jobs / 10 Israel
Driivz,comeet,C4.00B,https://www.comeet.com/careers-api/2.0/company/C4.00B/positions?token=4CB17F71CC2E6102B23218D02B23996,true,resolved via network capture; 6 jobs / 3 Israel
NeuReality,comeet,89.002,https://www.comeet.com/careers-api/2.0/company/89.002/positions?token=982428E9820428E390C55924C101C861C86,true,resolved via network capture; 8 jobs / 5 Israel
D-ID,workable,d-id,https://apply.workable.com/api/v1/widget/accounts/d-id?details=true,true,resolved via network capture; 1 jobs / 1 Israel
Nexite,comeet,37.000,https://www.comeet.com/careers-api/2.0/company/37.000/positions?token=7302B201590159023F040B01CC0730040B0,true,resolved via network capture; 1 jobs / 1 Israel
Moovit,comeet,63.007,https://www.comeet.com/careers-api/2.0/company/63.007/positions?token=36711036CE11031E9F146A1B38367A356CE,true,resolved via network capture; 3 jobs / 3 Israel
NXP Semiconductors,workday,nxp/careers,https://nxp.wd3.myworkdayjobs.com/wday/cxs/nxp/careers/jobs,true,resolved via network capture; 4 jobs / 4 Israel
Visa,workday,visa/Visa,https://visa.wd5.myworkdayjobs.com/wday/cxs/visa/Visa/jobs,true,resolved via network capture; 1 jobs / 0 Israel
Cresta,greenhouse,cresta,https://boards-api.greenhouse.io/v1/boards/cresta/jobs,true,resolved via network capture; 95 jobs / 0 Israel
Ox Security,comeet,F8.006,https://www.comeet.com/careers-api/2.0/company/F8.006/positions?token=8F635C447B035C42CCE2CCE23D83EBA35C48F6,true,resolved via network capture; 19 jobs / 8 Israel
Appdome,comeet,E6.005,https://www.comeet.com/careers-api/2.0/company/E6.005/positions?token=6E5295EDCA304314AF03043295E1B942279,true,resolved via network capture; 8 jobs / 6 Israel
CropX,workable,380642,https://apply.workable.com/api/v1/widget/accounts/380642?details=true,true,resolved via network capture; 6 jobs / 0 Israel
Lumenis,comeet,A1.00C,https://www.comeet.com/careers-api/2.0/company/A1.00C/positions?token=1AC6B0A08F0C6B085C85CD60F0C1AC,true,resolved via network capture; 13 jobs / 8 Israel
Red Hat,workday,redhat/jobs,https://redhat.wd5.myworkdayjobs.com/wday/cxs/redhat/jobs/jobs,true,resolved via network capture; 2 jobs / 2 Israel
Trax Retail,comeet,22.007,https://www.comeet.com/careers-api/2.0/company/22.007/positions?token=22789C113844E227AC301138AC3227,true,resolved via network capture; 9 jobs / 0 Israel
Sentrycs,comeet,88.002,https://www.comeet.com/careers-api/2.0/company/88.002/positions?token=882330C3B8E11043B8E1986330C19864C922A8A,true,resolved via network capture; 15 jobs / 11 Israel
Humanz,workable,humanz,https://apply.workable.com/api/v1/widget/accounts/humanz?details=true,true,resolved via network capture; 6 jobs / 2 Israel
Tastewise,comeet,F8.000,https://www.comeet.com/careers-api/2.0/company/F8.000/positions?token=8F035A047802CB047803E90478035A001AD0,true,resolved via network capture; 2 jobs / 1 Israel
Swimm,comeet,56.007,https://www.comeet.com/careers-api/2.0/company/56.007/positions?token=657260A657195C1FB332B8390F195C6571305,true,resolved via network capture; 1 jobs / 1 Israel
Tenable,greenhouse,tenableinc,https://boards-api.greenhouse.io/v1/boards/tenableinc/jobs,true,resolved via network capture; 47 jobs / 9 Israel
Bright Machines,lever,brightmachines,https://api.lever.co/v0/postings/brightmachines?mode=json,true,resolved via network capture; 14 jobs / 0 Israel
Datadog,greenhouse,datadog,https://boards-api.greenhouse.io/v1/boards/datadog/jobs,true,greenhouse; 3 Israel
MongoDB,greenhouse,mongodb,https://boards-api.greenhouse.io/v1/boards/mongodb/jobs,true,greenhouse; 7 Israel
Elastic,greenhouse,elastic,https://boards-api.greenhouse.io/v1/boards/elastic/jobs,true,greenhouse; 1 Israel
CHEQ,scrape,https://cheq.ai/careers/,https://cheq.ai/careers/,true,universal-scrape; 5 Israel jobs
SciPlay,scrape,https://www.sciplay.com/careers/,https://www.sciplay.com/careers/,true,universal-scrape; 16 Israel jobs
Riverside,scrape,https://riverside.fm/careers,https://riverside.fm/careers,true,universal-scrape; 10 Israel jobs
Wiliot,scrape,https://www.wiliot.com/careers,https://www.wiliot.com/careers,true,universal-scrape; 17 Israel jobs
Pecan AI,scrape,https://www.pecan.ai/careers/,https://www.pecan.ai/careers/,true,universal-scrape; 6 Israel jobs
Lightbits Labs,scrape,https://www.lightbitslabs.com/careers/,https://www.lightbitslabs.com/careers/,true,universal-scrape; 2 Israel jobs
Bright Security,scrape,https://www.brightsec.com/careers/,https://www.brightsec.com/careers/,true,universal-scrape; 2 Israel jobs
Cypago,scrape,https://cypago.com/careers/,https://cypago.com/careers/,true,universal-scrape; 7 Israel jobs
Voom,scrape,https://www.voominsurance.com/careers,https://www.voominsurance.com/careers,true,universal-scrape; 2 Israel jobs
UVeye,scrape,https://www.uveye.com/careers/,https://www.uveye.com/careers/,true,universal-scrape; 6 Israel jobs
Enlight Renewable Energy,scrape,https://www.enlightenergy.co.il/careers/,https://www.enlightenergy.co.il/careers/,true,universal-scrape; 1 Israel jobs
BeeHero,scrape,https://www.beehero.io/careers,https://www.beehero.io/careers,true,universal-scrape; 1 Israel jobs
Orca AI,scrape,https://www.orca-ai.io/careers/,https://www.orca-ai.io/careers/,true,universal-scrape; 6 Israel jobs
Meta Israel,scrape,https://www.metacareers.com/jobs?offices[0]=Tel%20Aviv%2C%20Israel,https://www.metacareers.com/jobs?offices[0]=Tel%20Aviv%2C%20Israel,true,universal-scrape; 12 Israel jobs
OncoHost,scrape,https://www.oncohost.com/careers,https://www.oncohost.com/careers,true,universal-scrape; 1 Israel jobs
Biobeat,scrape,https://www.bio-beat.com/careers,https://www.bio-beat.com/careers,true,universal-scrape; 1 Israel jobs
Oracle,scrape,https://careers.oracle.com/jobs/#en/sites/jobsearch/jobs?location=Israel,https://careers.oracle.com/jobs/#en/sites/jobsearch/jobs?location=Israel,true,universal-scrape; 8 Israel jobs
NICE,scrape,https://boards.greenhouse.io/nice,https://boards.greenhouse.io/nice,false,universal-scrape; 125 Israel jobs [deactivated: redundant scrape dup of working ATS twin]
Freightos,scrape,https://www.freightos.com/careers/,https://www.freightos.com/careers/,true,universal-scrape; 2 Israel jobs
Voyantis,scrape,https://www.voyantis.ai/careers,https://www.voyantis.ai/careers,true,universal-scrape; 11 Israel jobs
Stream Security,scrape,https://www.stream.security/careers,https://www.stream.security/careers,true,universal-scrape; 1 Israel jobs
Pynt,scrape,https://www.pynt.io/careers,https://www.pynt.io/careers,true,universal-scrape; 6 Israel jobs
Anecdotes,scrape,https://www.anecdotes.ai/careers,https://www.anecdotes.ai/careers,true,universal-scrape; 4 Israel jobs
Portnox,scrape,https://www.portnox.com/careers/,https://www.portnox.com/careers/,true,universal-scrape; 3 Israel jobs
proteanTecs,scrape,https://www.proteantecs.com/careers,https://www.proteantecs.com/careers,true,universal-scrape; 22 Israel jobs
Apple Israel,scrape,https://jobs.apple.com/en-us/search?location=israel-ISR,https://jobs.apple.com/en-us/search?location=israel-ISR,true,universal-scrape; 20 Israel jobs
Meta,scrape,https://www.metacareers.com/jobs?offices[0]=Tel%20Aviv%2C%20Israel,https://www.metacareers.com/jobs?offices[0]=Tel%20Aviv%2C%20Israel,true,universal-scrape; 12 Israel jobs
SAP,scrape,https://jobs.sap.com/search/?locationsearch=Israel,https://jobs.sap.com/search/?locationsearch=Israel,true,universal-scrape; 2 Israel jobs
Cognyte,scrape,https://www.cognyte.com/careers/,https://www.cognyte.com/careers/,true,universal-scrape; 13 Israel jobs
Orbit Communication Systems,scrape,https://orbit-cs.com/careers/,https://orbit-cs.com/careers/,true,universal-scrape; 13 Israel jobs
Skai,scrape,https://skai.io/careers/,https://skai.io/careers/,true,universal-scrape; 5 Israel jobs
Simply (JoyTunes),scrape,https://www.hellosimply.com/careers,https://www.hellosimply.com/careers,true,universal-scrape; 3 Israel jobs
SuperMeat,scrape,https://supermeat.com/careers/,https://supermeat.com/careers/,true,universal-scrape; 5 Israel jobs
Agora,scrape,https://www.agorareal.com/careers,https://www.agorareal.com/careers,true,universal-scrape; 10 Israel jobs
lakeFS,scrape,https://lakefs.io/careers/,https://lakefs.io/careers/,true,universal-scrape; 1 Israel jobs
Coralogix,scrape,https://coralogix.com/careers/,https://coralogix.com/careers/,true,universal-scrape; 50 Israel jobs
Radiflow,scrape,https://www.radiflow.com/careers/,https://www.radiflow.com/careers/,true,universal-scrape; 1 Israel jobs
eToro,scrape,https://www.etoro.com/careers/,https://www.etoro.com/careers/,true,universal-scrape; 7 Israel jobs
Utila,scrape,https://utila.io/careers,https://utila.io/careers,true,universal-scrape; 14 Israel jobs
Via Transportation,scrape,https://boards.greenhouse.io/via,https://boards.greenhouse.io/via,false,universal-scrape; 37 Israel jobs [deactivated: redundant scrape dup of working ATS twin]
Greeneye Technology,scrape,https://www.greeneye.ag/careers,https://www.greeneye.ag/careers,true,universal-scrape; 1 Israel jobs
SAP Israel,scrape,https://jobs.sap.com/search/?locationsearch=Israel,https://jobs.sap.com/search/?locationsearch=Israel,true,universal-scrape; 2 Israel jobs
Healthy.io,scrape,https://www.healthy.io/careers,https://www.healthy.io/careers,true,universal-scrape; 1 Israel jobs
Apple,scrape,https://jobs.apple.com/en-us/search?location=israel-ISR,https://jobs.apple.com/en-us/search?location=israel-ISR,true,universal-scrape; 20 Israel jobs
Mastercard,scrape,https://careers.mastercard.com/us/en/search-results?keywords=Israel,https://careers.mastercard.com/us/en/search-results?keywords=Israel,true,universal-scrape; 5 Israel jobs
Abbott,scrape,https://www.jobs.abbott/us/en/search-results?keywords=Israel,https://www.jobs.abbott/us/en/search-results?keywords=Israel,true,universal-scrape; 2 Israel jobs
PepsiCo,scrape,https://www.pepsicojobs.com/main/jobs?location=Israel,https://www.pepsicojobs.com/main/jobs?location=Israel,true,universal-scrape; 1 Israel jobs
Qedma,scrape,https://www.qedma.com/careers,https://www.qedma.com/careers,true,universal-scrape; 4 Israel jobs
Sensos,scrape,https://www.sensos.io/careers,https://www.sensos.io/careers,true,universal-scrape; 3 Israel jobs
Blink Ops,scrape,https://www.blinkops.com/careers,https://www.blinkops.com/careers,true,universal-scrape; 8 Israel jobs
Ludeo,scrape,https://www.ludeo.com/careers,https://www.ludeo.com/careers,true,universal-scrape; 4 Israel jobs
Deepdub,scrape,https://deepdub.ai/careers,https://deepdub.ai/careers,true,universal-scrape; 6 Israel jobs
Infinidat,scrape,https://www.infinidat.com/en/careers,https://www.infinidat.com/en/careers,true,universal-scrape; 28 Israel jobs
Cycode,scrape,https://cycode.com/careers/,https://cycode.com/careers/,true,universal-scrape; 2 Israel jobs
Cynet,scrape,https://www.cynet.com/careers/,https://www.cynet.com/careers/,true,universal-scrape; 3 Israel jobs
CYREBRO,scrape,https://www.cyrebro.io/careers/,https://www.cyrebro.io/careers/,true,universal-scrape; 2 Israel jobs
Hypernative,scrape,https://www.hypernative.io/careers,https://www.hypernative.io/careers,true,universal-scrape; 9 Israel jobs
Earnix,scrape,https://earnix.com/careers/,https://earnix.com/careers/,true,universal-scrape; 5 Israel jobs
Okoora,scrape,https://www.okoora.com/careers,https://www.okoora.com/careers,true,universal-scrape; 16 Israel jobs
IDE Technologies,scrape,https://www.ide-tech.com/en/careers/,https://www.ide-tech.com/en/careers/,true,universal-scrape; 2 Israel jobs
Netafim,scrape,https://orbia-orbia-precision-agriculture-netafim.teamtailor.com,https://orbia-orbia-precision-agriculture-netafim.teamtailor.com,true,universal-scrape; 3 Israel jobs
ForSight Robotics,scrape,https://www.forsightrobotics.com/careers/,https://www.forsightrobotics.com/careers/,true,universal-scrape; 6 Israel jobs
Radwin,scrape,https://www.radwin.com/careers/,https://www.radwin.com/careers/,true,universal-scrape; 1 Israel jobs
Tomorrow.io,scrape,https://www.tomorrow.io/careers/,https://www.tomorrow.io/careers/,true,universal-scrape; 2 Israel jobs
Highcon,scrape,https://www.highcon.net/careers/,https://www.highcon.net/careers/,true,universal-scrape; 5 Israel jobs
Marvell Israel,scrape,https://marvell.wd1.myworkdayjobs.com/MarvellCareers,https://marvell.wd1.myworkdayjobs.com/MarvellCareers,false,universal-scrape; 2 Israel jobs [deactivated: redundant scrape dup of working ATS twin]
IBM Israel,scrape,https://www.ibm.com/careers/search?field_keyword_08[0]=Israel,https://www.ibm.com/careers/search?field_keyword_08[0]=Israel,true,universal-scrape; 4 Israel jobs
Gamida Cell,scrape,https://www.gamida-cell.com/careers/,https://www.gamida-cell.com/careers/,true,universal-scrape; 5 Israel jobs
Protai,scrape,https://www.protai.bio/careers,https://www.protai.bio/careers,true,universal-scrape; 2 Israel jobs
Snap,scrape,https://careers.snap.com/jobs?location=Tel%20Aviv%2C%20Israel,https://careers.snap.com/jobs?location=Tel%20Aviv%2C%20Israel,true,universal-scrape; 1 Israel jobs
Roche,scrape,https://careers.roche.com/global/en/search-results?keywords=Israel,https://careers.roche.com/global/en/search-results?keywords=Israel,true,universal-scrape; 4 Israel jobs
ABB,scrape,https://careers.abb/global/en/search-results?keywords=Israel,https://careers.abb/global/en/search-results?keywords=Israel,true,universal-scrape; 1 Israel jobs
Island,scrape,https://www.island.io/careers,https://www.island.io/careers,true,universal-scrape; 54 Israel jobs
Quantum Machines,scrape,https://www.quantum-machines.co/careers/,https://www.quantum-machines.co/careers/,true,universal-scrape; 19 Israel jobs
ParaZero,scrape,https://parazero.com/careers/,https://parazero.com/careers/,true,universal-scrape; 1 Israel jobs
Bright Data,scrape,https://brightdata.com/careers,https://brightdata.com/careers,true,universal-scrape; 2 Israel jobs
WSC Sports,scrape,https://wsc-sports.com/careers/,https://wsc-sports.com/careers/,true,universal-scrape; 3 Israel jobs
Gett,scrape,https://gett.com/careers/,https://gett.com/careers/,true,universal-scrape; 13 Israel jobs
Buildots,scrape,https://www.buildots.com/careers/,https://www.buildots.com/careers/,true,universal-scrape; 22 Israel jobs
Hyro,scrape,https://www.hyro.ai/careers/,https://www.hyro.ai/careers/,true,universal-scrape; 9 Israel jobs
groundcover,scrape,https://www.groundcover.com/careers,https://www.groundcover.com/careers,true,universal-scrape; 25 Israel jobs
Cyolo,scrape,https://cyolo.io/careers,https://cyolo.io/careers,true,universal-scrape; 7 Israel jobs
Intezer,scrape,https://intezer.com/careers/,https://intezer.com/careers/,true,universal-scrape; 5 Israel jobs
Regulus Cyber,scrape,https://www.regulus.com/careers,https://www.regulus.com/careers,true,universal-scrape; 10 Israel jobs
REE Automotive,scrape,https://ree.auto/careers/,https://ree.auto/careers/,true,universal-scrape; 1 Israel jobs
Groundwork BioAg,scrape,https://www.groundworkbioag.com/careers/,https://www.groundworkbioag.com/careers/,true,universal-scrape; 1 Israel jobs
IBM,scrape,https://www.ibm.com/careers/search?field_keyword_08[0]=Israel,https://www.ibm.com/careers/search?field_keyword_08[0]=Israel,true,universal-scrape; 4 Israel jobs
Citi,scrape,https://jobs.citi.com/search-jobs/Israel,https://jobs.citi.com/search-jobs/Israel,true,universal-scrape; 4 Israel jobs
Johnson & Johnson,scrape,https://www.careers.jnj.com/en/jobs/?search=&country=Israel,https://www.careers.jnj.com/en/jobs/?search=&country=Israel,true,universal-scrape; 11 Israel jobs
AstraZeneca,scrape,https://careers.astrazeneca.com/search-jobs/Israel,https://careers.astrazeneca.com/search-jobs/Israel,true,universal-scrape; 2 Israel jobs
Percepto,scrape,https://percepto.co/careers/,https://percepto.co/careers/,true,universal-scrape; 3 Israel jobs
HiBob,smartrecruiters,HiBob,https://api.smartrecruiters.com/v1/companies/HiBob/postings,true,re-audit 2026-08-21: deep-verified manually (smartrecruiters)
Dynamic Yield,scrape,https://www.dynamicyield.com/careers/,https://www.dynamicyield.com/careers/,true,deep-scrape; 5 Israel jobs
Primis,scrape,https://www.primis.tech/careers/,https://www.primis.tech/careers/,false,deep-validated 2026-08-21: no ATS detected (rendered)
Leadspace,lever,leadspace,https://api.lever.co/v0/postings/leadspace?mode=json,true,re-audit 2026-08-21: deep-verified 0/0 IL (was dark)
Playtech,smartrecruiters,Playtech,https://api.smartrecruiters.com/v1/companies/Playtech/postings,true,re-audit 2026-08-21: deep-verified 120/0 IL (was dark)
Soft2Bet,greenhouse,soft2bet,https://boards-api.greenhouse.io/v1/boards/soft2bet/jobs,true,re-audit 2026-08-21: deep-verified 7/0 IL (was dark)
SuperPlay,scrape,,https://www.superplay.co/careers/,true,re-audit 2026-08-22: position-links scrape verified 14 IL
Minute Media,comeet,45.00A,https://www.comeet.com/careers-api/2.0/company/45.00A/positions?token=54A1A7225062A50FDE2F9A1FBC01FBC1528,true,re-audit 2026-08-21: deep-verified 15/5 IL (was dark)
Fabric,scrape,,https://ats.rippling.com/fabric-inc/jobs,true,user-found Rippling board 2026-08-22; 0 IL now - monitored daily
Intelligems,workable,intelligems,https://apply.workable.com/api/v1/widget/accounts/intelligems?details=true,true,re-audit 2026-08-21: deep-verified 0/0 IL (was dark)
Fetcherr,comeet,68.006,https://www.comeet.com/careers-api/2.0/company/68.006/positions?token=866326432643ACA866219829FE10CC193229FE,true,re-audit 2026-08-21: deep-verified 45/18 IL (was dark)
Aleph Farms,scrape,,https://aleph-farms.com/careers/,true,listing-hunt 2026-08-22: verified 4 IL via https://aleph-farms.com/careers/
Imagindairy,scrape,https://www.imagindairy.com/careers,https://www.imagindairy.com/careers,false,deep-validated 2026-08-21: no ATS detected (rendered)
InnovoPro,scrape,https://innovopro.com/careers/,https://innovopro.com/careers/,false,scanned via brightdata; no open Israel roles now
Venn,greenhouse,venncity,https://boards-api.greenhouse.io/v1/boards/venncity/jobs,true,re-audit 2026-08-21: verified 4/1 IL (was false-empty)
WINT Water Intelligence,scrape,https://www.wint.ai/careers/,https://www.wint.ai/careers/,false,deep-validated 2026-08-21: no ATS detected (rendered)
LawGeex,scrape,https://www.lawgeex.com/careers/,https://www.lawgeex.com/careers/,false,deep-validated 2026-08-21: no ATS detected (rendered)
Time To Know,scrape,https://www.timetoknow.com/careers,https://www.timetoknow.com/careers,false,deep-validated 2026-08-21: unsupported ATS eightfold.ai
Loris,scrape,https://loris.ai/careers/,https://loris.ai/careers/,false,deep-validated 2026-08-21: unsupported ATS oraclecloud.com
Aporia,workable,aporia,https://apply.workable.com/api/v1/widget/accounts/aporia?details=true,true,re-audit 2026-08-21: verified 0/0 IL (was false-empty)
ClearML,scrape,,https://clear.ml/careers,true,listing-hunt 2026-08-22: verified 4 IL via https://clear.ml/careers
Speedb,scrape,https://www.speedb.io/careers,https://www.speedb.io/careers,false,deep-validated 2026-08-21: no ATS detected (rendered)
Pliops,scrape,https://pliops.com/careers/,https://pliops.com/careers/,false,deep-validated 2026-08-21: unsupported ATS phenom
CloudShare,workable,cloudshare,https://apply.workable.com/api/v1/widget/accounts/cloudshare?details=true,true,re-audit 2026-08-21: verified 6/1 IL (was false-empty)
env0,scrape,,https://www.env0.com/careers,true,listing-hunt 2026-08-22: verified 1 IL via https://www.env0.com/careers
K Health,greenhouse,khealthcareers,https://boards-api.greenhouse.io/v1/boards/khealthcareers/jobs,true,re-audit 2026-08-21: verified 24/2 IL (was false-empty)
Legit Security,scrape,https://www.legitsecurity.com/company/careers,https://www.legitsecurity.com/company/careers,false,deep-validated 2026-08-21: no ATS detected (rendered)
Myrror Security,scrape,https://www.myrror.security/careers,https://www.myrror.security/careers,false,deep-validated 2026-08-21: no ATS detected (rendered)
Entro Security,scrape,https://entro.security/careers/,https://entro.security/careers/,false,deep-validated 2026-08-21: no ATS detected (rendered)
Piiano,scrape,https://www.piiano.com/careers,https://www.piiano.com/careers,false,deep-validated 2026-08-21: no ATS detected (rendered)
Hunters,scrape,https://www.hunters.security/en/careers,https://www.hunters.security/en/careers,false,deep-validated 2026-08-21: no ATS detected (rendered)
KELA,scrape,https://www.kelacyber.com/careers/,https://www.kelacyber.com/careers/,false,deep-validated 2026-08-21: no ATS detected (rendered)
Perception Point,scrape,,https://perception-point.io/careers/,true,listing-hunt 2026-08-22: verified 4 IL via https://perception-point.io/careers/
C2A Security,scrape,,https://c2a-sec.com/careers/,true,listing-hunt 2026-08-22: verified 3 IL via https://c2a-sec.com/careers/
NanoLock Security,scrape,,https://builtin.com/jobs?allLocations=true,true,listing-hunt 2026-08-22: verified 2 IL via https://builtin.com/jobs?allLocations=true
odix,scrape,https://www.odi-x.com/careers/,https://www.odi-x.com/careers/,false,deep-validated 2026-08-21: no ATS detected (rendered)
Identiq,scrape,https://www.identiq.com/careers,https://www.identiq.com/careers,false,deep-validated 2026-08-21: no ATS detected (rendered)
Centraleyes,scrape,,https://www.centraleyes.com/careers/,true,listing-hunt 2026-08-22: verified 1 IL via https://www.centraleyes.com/careers/
